content,rating,predict_rating
" 极烂
        ",0,0
" 什么几把玩意，男主还高低肩。。。
        ",0,0
" 太罗嗦天使太多余好吗
        ",0,0
" 我真看过这个，中考完之后去看的，这是我生命中唯一一部在电影院看到一半就走了的电影……
        ",0,0
" 已经对这样的主题纪录感到乏力了。
        ",0,0
" 不好看不好笑，结尾还没看懂
        ",0,0
" 只能说是给粉丝看的东西
        ",0,0
" 怎么说呢……有点幼稚的感觉……
        ",0,1
" ILL!
        ",0,2
" 橫店抗日戰爭劇的雛形和鼻祖。這根本就不是鄧世昌，是橫店的解放軍。1，鄧世昌等人乃英雄豪傑，毫無疑問。2，李鴻章等人，是傻逼。3，慈禧是蕩婦。4，日本人也是橫店里的日本人。
        ",0,1
" 完全看不懂……唯一一部及其破碎以及高度难以理解的僵尸片（僵尸当然应该是无脑啦~~~导演你们想干嘛啊~~~）……
        ",0,0
" 看完才知道是九七年的电影？估计在十几年前能给三星。现在看来路数太老套。而且黑不溜秋看不清。典型的美国主义。
        ",0,1
" 一个字，愣
        ",0,0
" 天阿，好枯燥阿！
        ",0,0
" 不咋地，就一群老年男同志瞎搞八搞，虎头蛇尾得厉害，要啥啥没有，给啥啥不利落。。。
                
                
",0,0
" 跟那個<4分33秒>一樣垃圾
        ",0,0
" 儿童片
        ",0,1
" 越拍越扯淡
        ",0,0
" 只能说呵呵了，看小武期间的背景片。正儿八经看摇死人的片子啊，烂。
        ",0,0
" 好像原来看过，现在重看觉得三毛有时候太一根筋了，太脸谱化
        ",0,1
" 对杰米福克斯彻底厌倦了
        ",0,1
" 不喜欢
        ",0,0
" 很无聊的片子。Chuck 就是为了一夜情而出场的吗？
                
                
",0,0
" 这类题材拍得再烂都属于赚眼泪讨好的，不够认真，相当一般。
        ",0,0
" 依稀记得我看过
        ",0,2
" Kirk和Spock果真基情四射，把自己亲儿子赔进去也在所不惜！这可是1984年的电影，万恶的资本主义在那个年代就已经这么腐了吗？
        ",0,1
" 有隐喻，但是不太好
        ",0,1
" 没太大意思，而这个女主更是表演傻到家了，只会傻笑，查了一下原来是哪个演过爱丽丝成人版的演员。可见成龙早期去美国的起点是什么样了，可惜了。成龙的天下还是在华人区
        ",0,0
" 镜头太晃不喜欢
        ",0,0
" 一贯的，西游记水准。
                
                
",0,0
" 太正大剧场了。
                
                
",0,2
" 视觉疲劳。
        ",0,0
" 国外也有数星星电影，嗯。一群明星聚一起恶搞，估计把平时聊天时的黄段子、整人的幻想都搬上银幕，看看即可。
        ",0,0
" 德普还演过这种片子，剧情太单薄了
        ",0,0
" pure crap
        ",0,2
" 二秦一林都有了，还有胡因梦。剧情挺雷的，林青霞惨叫了一声妈后就疯了
        ",0,2
" 成龙闯荡美国好莱坞最初作品
        ",0,1
" 也许小时候也许后来南下北上的大巴上看的
        ",0,1
" 空有悬疑罪案的头，结尾却不知所云！
        ",0,0
" 动作太娘，套招太明显了。。李小龙看了会笑死。。
        ",0,1
" 还好
        ",0,1
" 没多少印象
        ",0,1
" 难怪小moss在片子里显得格格不入并不是因为他的英国口音，烂仔幫大战外星人，呃。一帮人装疯卖傻的过分了呢！
        ",0,1
" 三个低智商傻逼loser的故事，还三狼奇案呢，港片取名真是故弄玄虚；另，都说不怕神一样的对手只怕猪一样的队友，更可怕的是全队都是猪，这片子应该叫三猪奇案。
        ",0,0
" 拍得实在难看，不过其现实意义值得思考
        ",0,0
" 学校组织阶梯教室看，床戏被快进了！！
        ",0,0
" 果然也栽在第二部
        ",0,0
" 哇哇哇黑帮老大是恋童癖啊你们发现没有，那个小女孩是他情妇
        ",0,1
" 蜻蜓点水，很黑，但是一点也不幽默，相当无聊
                
                
",0,0
" 垃圾
        ",0,0
" 这是小老头最烂的一个片么
        ",0,0
" 雖說是第一部動畫，可。。
        ",0,1
" james黑一辈子
        ",0,2
" 烂片不解释。。
        ",0,0
" 和第一部相比差的太多了
        ",0,0
" 烂片，但是头上的Yosemite很赞！
                
                
",0,0
" 果然题材无感，拍的还这么闷，还好没报多大期望
        ",0,0
" 一分给英雄的视觉团队，大赞，一分给中天的有趣设定，其他都是0分尼玛神马玩意儿啊杀队友杀得毫不手软
        ",0,0
" 一星给eddie。真的是很烂的电影，要剧情没剧情，要逻辑没逻辑，空费了那么多好演员
        ",0,0
" 就是觉得内容上有些创新而已，与鬼为乐的情节设计还不错，不喜欢吴君如的张牙舞爪，很怀念那些老去的面孔，都在回忆里。
        ",0,1
" 莫名其妙，该交代的都没有说，离奇死亡也没有说原因，一家人神神经经，黑色一点也不幽默/
        ",0,0
" 冗长缺乏重点，中国一段拍的太怪异了，蒋介石就这德行？周恩来是游击队队长吗？负分
        ",0,0
" 看过。
        ",0,1
" 奇。。。奇葩电影。。。看到男主穿越后跟林肯ML我就orz了。。。更多类似恶搞情节片子里比比皆是。。。=。=
        ",0,0
" 习惯性闹不住大卫林奇的源头
        ",0,1
" 看了等于没看
        ",0,0
" 结尾amazing，过程很boring
        ",0,1
" 如何拍摄一部情色片而不露一点以及如何把一个好故事拍得做作矫情的典型示范之作。
        ",0,0
" 尼玛啊拍给神经病看的吧，浪费我的期待
        ",0,0
" 画皮的故事前20分钟就讲完了，就是一古装公路片，三个人走走打打走走打打，莫名其妙就把怪打死了
        ",0,1
" 小时候看的还觉得不错，现在重看一遍不咋滴啊。。
        ",0,2
" 凶手弱智的地方有好多，粉红色指甲油会像血？当观众白痴。如果没有这个，波罗好像没有实际无证。
        ",0,0
" 忽然觉得万绮雯好漂亮
        ",0,1
" 美国片的续集也是越拍越烂。
        ",0,0
" 年代的痕迹很重，基本都是这个套路，但这个片在类似套路里一点儿不出彩。午马一开始的洗澡歌有意思哈哈哈，另外就是片里的演员现在看都挺熟的。看倩女幽魂就好，这个不要看了。
        ",0,1
" 假
        ",0,0
" 女演员想测试自己有多自恋吗，direct a film
        ",0,0
" 电影界的奇葩
        ",0,0
" 这种伪纪录片，拍不好真挺2的，那镜头晃得我都要吐了。
        ",0,0
" 我就记得mimi被咬。。
        ",0,1
" 切……
        ",0,0
" 很一般 看完都不觉得哪里有恐怖
        ",0,0
" 垃圾片之王刘福荣，大部分片子只要一有民工刘档次立马连降三级。
        ",0,0
" 就是为了看最后的追逐戏 TOP GEAR制作哈哈 哈特蒙你的飞车镜头呢
        ",0,0
" 总是要意淫得不到的东西, 例如大鸡巴, 摩门教徒还有大鸡巴的摩门教徒, 没什么意思.
        ",0,0
" 闷片。
        ",0,0
" Christina Ricci can't act!!!
        ",0,2
" 从屎尿屁水准的电影，发展到电影就是屎尿屁本身……2000年以后的美国编剧，只有在极尽下作这方面，仍不输当年之勇！
        ",0,0
" 原著好看太多了。
        ",0,2
" 真无聊什么玩意儿啊，原来电视上播过，制作的一般般，故事情节老套没什么可看点，反派人物那么轻松就自爆了，除了一些宗教上的讽刺和影射，其余的什么都没有了！
        ",0,0
" 鬼娃系列中最差的一集，小男孩长大了变得没意思了，前两集中恶魔般的鬼娃露脸越多，效果越差，而且实力越来越弱，还被一帮小孩整。不过这集有点喜剧片的味道了
        ",0,0
" 绝望的马洛呢，满腔的愤怒呢？
        ",0,2
" 本以为能有个《暴力街区》的水准，没想到却是那么的傻。
        ",0,1
" 世界上除了白痴就是神经病
        ",0,0
" 和小时候看的很多具体画面相似和小细微情节，但总觉得有点不一样，可能记忆把片子变的更恐怖了吧
        ",0,1
" 太贱了...cast真是略强啊！
        ",0,0
" 从配乐到表演无一不透露一种着让人尴尬的不入流 原来是老林奇之女 电影界有谁用这姓氏又偏爱奇情题材 好像三流情色片的摄影灯光都超级唯美的~ 女主也算美的独一无二，如果演撒旦情人什么的就太绝了
        ",0,0
" 不好看
        ",0,0
" 打啊打啊打啊，但中间太过漫长了啊，但那个小哥很帅啊。
        ",0,1
" 好烂啊 跟反斗马骝一个水准 演员阵容也差不多 伟仔笑起来几十年如一日的好看 好中意他穿牛仔外套 跟袁洁莹是喋血街头之后第二次合作 还是觉得好搭 袁是真的漂亮 喋血里温婉甜美可人 这里清爽叛逆随性 我都好爱 两星给他俩 刘德华毛舜筠依旧无感
                
                
",0,0
" 各种乱入，《本能》、《星球大战》、游戏、闯关。各种犯二，虽说是喜剧，那也不能把犯二当笑料。★☆
        ",0,0
" 当代艺术空间里的色彩与枪战的混合展演，孤单英雄还是回到世俗社会吧，这故事让你俗的一点都不适合流浪。
        ",0,1
" 慢镜头血腥暴力永远是对电影的侮辱。其实除了这个sb缺点其他的都还只是一般烂。
        ",0,0
" 三池真傻逼
        ",0,0
" 拍的，剪辑，都烂
        ",0,0
" 看二分之一删了……
                
                
",0,0
" 屁
        ",0,0
" 很有趣。
        ",0,2
" 好象我小时候也这样。
        ",0,1
" 这个在看见动画片前就已经听腻了。
        ",0,2
" 写实主义。
        ",0,2
" 跳井那段印象颇深。
        ",0,1
" 和现在的政剧比起来，当年真是云淡风轻。模式化的人物，带来的也是模式化的喜悦。
        ",1,2
" 小学时看的了吧
        ",1,1
" 3.5.巴拉巴拉一堆谈话确实需要观者耐心，何况这些谈话还是那么琐碎生活。其实现在探讨所谓“人”与“生命”与“灵魂”这话题有些老旧，不过技术水平确实可以让这类老旧话题在银幕上重新焕发光彩，至少是一次有趣的实验，只是拍类型片的索德伯格一直在类型和深度上徘徊，弄得哪里都不讨好。
        ",1,1
" 蔡明亮提出了一个反命题：如果没有洞又该会是怎样？你我不过是如同温水中的青蛙，在逐渐式微的被动抗争中，慢慢的死去，而这时，洞成为唯一的出口，将你我关联。
        ",1,2
" 请你们坚持最后i五分钟！张军长，张军长！！！请你看在党（拉长）~~~~~国的份上，赶快伸出手来拉兄弟一把啊~~啪啪啪，缴枪不杀！！！
        ",1,2
" 葛优和杨千嬅在地板上摩擦摩擦的表演略浮夸。
        ",1,1
" 还好啦。这个是时期的TOM猫是灰色的哦？
        ",1,1
" 这才叫豪华阵容有木有
        ",1,2
" 乔丹就是篮球的代名词！！！
        ",1,2
" 女性的悲惨史
        ",1,2
" 真的和动画版的差远了。但是剧情还算可以啦
        ",1,1
" 摆酷片，易过时。收尾倒是不错，“泽田与神”的梦。浅野这个“其实也没做什么特别的但仗着脸就是人人爱”的设定....（是对的吧....）
        ",1,0
" 画面不错，音乐还行，除此之外没什么亮点，情节莫名其妙乱七八糟张弛无度乏善可陈，个小男孩简直就是作死的熊孩子+人渣的综合体啊，一星给那个年代，二星给结尾的现实，感觉最终小男孩会是个利用以前森林生活经验的猎杀无度的猎人.....
        ",1,0
" 危机四伏的中产家庭、如履薄冰的同性情欲、杀人无形的种族主义，好莱坞学院派三大题材包圆了。
        ",1,2
" 其實還挺好看的啊，女主好美的。看完以後，想去更多的了解Naja的傳說···
        ",1,2
" 很独特的碎片化叙述 然而结尾用力也太猛了
        ",1,1
" 一个人头猪脑的政府 他凭着一本红色的圣经,一个黑色的心 压抑着十多亿人的头 一个九十多岁的老人和他那群白痴的儿女 在一个不重视教育的家庭,在一个功利的社会,一个无知的世界 九十七号门牌外一个垂死的英国人
        ",1,1
" “为何茫然在看我 为何从来没爱我” 红姑撑起的戏 最后只剩华仔帅气又无助的脸~
        ",1,0
" 这么烂的玩意 三分全部是给Emmastone
        ",1,0
" %￥！！
        ",1,0
" 5410
        ",1,0
" 明明是个很好的救赎的故事怎么拍的这么平庸
        ",1,0
" 周星驰最后一次做配角。。。
        ",1,1
" FUCK!!看哭了~！
        ",1,2
" 戴个面具再健健身就是杰森。。
        ",1,0
" 标签是“惊悚片”“恐怖片”，但性子急智商低的我看不了这么晦涩充满各种隐喻的片子啊，从头到尾没懂在讲啥。看了90分钟各种动物和李四叔的帅脸，不过还是明白了一个道理“不要撞了袋鼠就逃！”
        ",1,0
" dull
        ",1,0
" 叛逆得有分寸，可爱又燃，一点儿不觉得过时。并不复杂深刻的主题，但拍得妥帖用心，人物的背景和性格与故事的发展、舞蹈动作自然匹配。同样是配乐出色，《壮志凌云》是MV式的，这部则真正是部电影，音乐为影片服务而没有喧宾夺主。镜头和剪辑太赞，完全带出了舞蹈的氛围，男主独舞那段光影运用经典！
        ",1,2
" 3个半吧，很有创意，不够细腻。
                
                
",1,1
" 怎么有股走进科学的赶脚。。。。
        ",1,0
" 生活总难.
        ",1,2
" 前后有些脱离，前面是政治恐怖，后面就变成了侦探片。我实在不明白他俩一边在被追杀，一边还在忙着追杀凶手。可能看了小说会明白很多吧。大概翻了一下书，出入还是挺大的。尤其对凶手的杀人动机来说。
        ",1,1
" Griffith演技实在太呆滞 
        ",1,0
" [3.5/5.0] https://www.facebook.com/shelookslikeayoungmonicavitti/photos/a.273728509411188.62058.186895204761186/811728448944522/?type=1&theater
        ",1,1
" 1李小龙生前留下了十一分钟的片段。制片方用替身和他以前电影的片段还有一些纪录片片段拼成了这部片子。简直就是艾德伍德。2替身虽然长得像，但是动作确实要比李小龙慢上一拍。力度也要小上一截。李小龙的功夫可见一斑。3贾巴尔角色的名字居然是奥拉朱旺的名字。
                
                
",1,0
" 两部出奇的相似
                
                
",1,2
" 南印Kerala的美景。选材不错剧情还行，女一号Nandita Das用力过猛有点可笑。
        ",1,1
" 除了Ray Romano特别逗以外其他所有人演得都怪怪的，毫无感染力。题材很有意思只是没好好挖掘和表达，虽然不乏闪光的段落，可编剧到底还是东一榔头西一棒槌什么话都没说明白，结尾还是挺嗨的，可惜了。
                
                
",1,0
" 田朴珺身材不错，杜汶泽恶搞有些梗。其余都很低B。
        ",1,1
" 糙的还不够精致。用多线的形式讲了一个关于欲望和逃避的青春故事。
        ",1,1
" 老套路冤鬼复仇+人鬼情 雷宇扬是本片亮点
        ",1,0
" harrison ford还是帅的………
                
                
",1,1
" 血腥效果不吓人，也许是喜剧的因素
        ",1,0
" 王祖贤除了演鬼，穿护士服也很好啊
        ",1,0
" ①前四十分钟如坐针毡，后半程渐入佳境。②看完结尾直呼：MLGB！③前八分钟可以选择跳过。
        ",1,0
" 《蝙蝠侠大战德古拉》的趣点在于吸血鬼和蝙蝠气质相投，两只在月黑风高夜的楼间穿梭跳跃，劲酷！年轻的老爷造型帅气，尖下巴抢镜。丑蝙党福利，两人全程秀恩爱，而且都是官方直接塞的糖！管家侠阿福则尽职尽责，战斗到最后一秒，协力完成关键一击。唯一不足是没有咯噔。自成一派的哥特风，不错的尝试。
        ",1,1
" 虽然故事好扯 但是男主真的好帅 肿么破 水池边脚的靠近 这段真是挑逗加美好  另那个生活助手管家 也很亮点啊
        ",1,1
" 小时候看的电影，下了我十多年的电影
        ",1,2
" 前传？1里的老板不是在这里死掉了么？
        ",1,0
" 要带着宽容的心态去看……
        ",1,1
" 从怪兽肚子里死里逃生的柏特不晓得会不会后悔重返完美镇，至少最终的结局尖叫兽成为制约住曾经的熊孩子如今的开发商马文的工具，人与自然和谐相处不代表要容忍他们侵占人类的领地甚至生命，重返完美镇的人们虽然不是当初的故人，但他们无不熟谙异形天性，甭管它们会穿梭地下会线性繁殖还是会空中捕猎。
        ",1,2
" ghostbusters！糖浆一样的黏液。
        ",1,2
" 在电影里果然屌点。
        ",1,1
" 家庭爱情喜剧片，很适合圣诞节一家人一起围坐在电视机前观看 女主的女儿艾米丽很可爱  剧情一般般 很老套的完美大结局 不过家庭类的电影也大多都是这个套路 适合跟孩子一起看
        ",1,1
" 慢慢的节奏，美丽的景色，登对的搭配，但怎么看怎么像少儿读物，没有厚重，只有情怀，没有残酷，只有完满。
        ",1,2
" 1938年第10届奥斯卡最佳动画短片，迪斯尼出品。废弃的老磨坊里的生命对抗暴风雨，阳光总在风雨后。
        ",1,1
" 1937年第9届奥斯卡最佳动画短片，迪斯尼出品。乡巴佬老鼠进城，比城里老鼠还会玩，影片很多元素被猫和老鼠采用。
        ",1,0
" 这片就像是一座桥面压实度极高，而支撑功能依然健全的桥梁，全片镜头的紧凑程度很高，基本不留喘息的间隙。片子「枪林弹雨」般的密集感并非得益于故事本事，这种氛围的营造更多的是靠对场景的选择以及剧情对场景的改造（最主要的因素是音源塑造）。但演员僵化的表演以及背台本似的对白，让整体显得十分
        ",1,1
" 结局太匆忙，mimi演技太捉急
        ",1,1
" 喏，这辈子对黑猫的恐惧就是从这里来的
        ",1,2
" 老式香港帮匪打斗片，记流水账的故事，没什么意思，那时人都发胖了，没看头
        ",1,0
" 乏善可陈。
        ",1,0
" 斗活人比斗丧尸还恐怖。。。
        ",1,0
" 在美俄两国关系没有缓解之前，美国誓要把俄黑到底，2014年有《伸冤人》《一触即发》来教训俄国佬，今年再有汤姆·哈迪上阵来揭俄国的短。看似变态杀的穿针引线，实则把苏联人的罪恶本性暴露无遗。比较讽刺的是，剧组竟然没找来一位像样的俄国演员来加盟影片。6.5分
        ",1,1
" 2015-05-20
        ",1,0
" 原来我早就看过了
        ",1,0
" 1.啊啊依然看不懂。2.完全可当恐怖片来看啊。3.龙平别哭叔叔把持不住啊！
        ",1,0
" 美如画。
        ",1,2
" 片子格局很小，还不错看！
        ",1,2
" 气氛做得挺足的
        ",1,1
" 宇宙之大，世界之大，宇宙之奇妙，世界之奇妙。
        ",1,2
" 这个题材以日本人视角为主不是惹起争议就是遭人唾骂，那点儿艺术追求全压在黑白摄影上了，可惜陆川你离大师还很远，剧本单薄靠煽情，明星演员一秒出戏，结尾收得可真一厢情愿又充满希望呵，国人看了会窝火，但其实更适合给日本人看
        ",1,0
" 牵强
        ",1,0
" 7/10。佩金帕很爱考验男人在绿帽子下的耐力，让男主挨到女友被飞车党拖去强暴才终于爆发。命运难测和自毁情绪比他过去的片子要浓厚，风沙滚滚的野蛮之境、全部反面角色的作者标签都能看到。从跟家属抢人头到血洒买家洗礼，尘埃飞溅的弹道和飘逸整齐的倒地，杀戮富美感。挖墓前的戏删减会紧凑流畅许多。
        ",1,2
" 抛开特技不谈，剧情绝对称得上神片
        ",1,0
" 看过林克莱特的三部曲以后，别的话唠片都黯然失色了。
                
                
",1,0
" 黄子华娃娃头，许冠文喜剧感真好，表情、语气、节奏都是恰到好处
        ",1,2
" 音乐史
        ",1,2
" 电影比较平抒直意
只是看看那个时候的拍摄风格
不会像现在这样刻意的绕来绕去
        ",1,1
" 有点歌舞青春的意思 韩国式的无厘头和性隐喻 金玉彬大眼睛好漂亮 但整体来看还是实验性作品 漫画也许有趣 但电影终归无聊了
        ",1,0
" http://www.bilibili.com/video/av472871/
        ",1,1
" 回归6杀
        ",1,1
" 还可以的盲人武打片
        ",1,1
" http://video.baomihua.com/liang1b/2941663
        ",1,0
" 华纳上线
        ",1,1
" 前一个小时教科书一般的悬疑典范，浓浓的Cult味，尤其是细节都几乎就是按原著在走，各种光怪陆离、匪夷所思，玄幻，暴力，色情，恐怖氛围渲染，总之非常三级。但估计也是实在没法遵从古龙的脑洞大开，后半程解密也是教科书一样的摆烂。不过能把古龙拍成这样，当时邵氏电影还是很超前的
        ",1,1
" 3.5星，没有那么烂啦，前期气氛设置挺好啊，一开始我以为是外星人来着。。
        ",1,1
" 还是小孩子啊
        ",1,1
" 7.0 墙壁般惨白的脸映照禁忌 少女混乱的幻想靠烛火显形与烧毁 正确打开方式估计得在大半夜
        ",1,1
" 最毒妇人心啊
        ",1,2
" 安宁的人不会想到有一天战争就爆发在家附近。
        ",1,2
" 失败之处在于苦难描写，成功之处在于隐忍的爆发。
        ",1,2
" 毕加索入门…
        ",1,1
" 绅士和性感长腿女永远都是不和谐但又完美的组合
        ",1,1
" 有些时候，人性就是穿了一层包装纸的兽性。
        ",1,2
" 三部曲最烂的一部
        ",1,0
" 艾索再次归来
        ",1,2
" 制作蛮认真的，难得的是做出了类型反讽：农民养得起大侠么？其实与《七武士》同样主题。御姐女主演色艺双全。社会主义怪兽片里很难得地出现了尼姑作法情节，还应验了！
        ",1,0
" 刘松仁&韦白，囧吴的武侠世界。
        ",1,1
" 香港新浪潮“新武侠”代表作。影片镜头写意唯美，美术剪辑配乐俱佳，难忘徐少强杀妻桥段，以及片尾的绝杀大招。
        ",1,2
" 画风不错
        ",1,1
" 这剧情太扯了,情感线完全是硬伤,不是因为麦子的颜完全看不下去
        ",1,0
" 主要是画质太差，看不出恐怖的感觉呀，那个时候的演技感觉有些别扭。，
        ",1,1
" 1956年第28届奥斯卡最佳动画短片，原来这个是华纳山寨的猫和老鼠啊，小时候还总看呢，不过这猫一般和金丝雀对戏。
        ",1,1
" 1954年第26届奥斯卡最佳动画短片，迪斯尼出品，一段乐器史。
        ",1,1
" 1941年第13届奥斯卡最佳动画短片，三只小猫的牛奶梦。
        ",1,0
" 三十年前看过。小时候的最爱。
        ",1,2
" 看这片儿的那年，我还不是洋基饭
        ",1,2
" 明确表示，虽然这种相遇方式很浪漫，电影的矛盾冲突处理的很恰当，但不是特别喜欢这种相遇方式。有种半路杀出个程咬金的感觉。换位思考一下，如果站在新娘的角度考虑，感受会怎样。
        ",1,2
" 作为剧场版玩老梗惹笑实在不该，而其他也没什么亮眼的，很平庸。
                
                
",1,0
" 这是绝对的真实电影啊~~太真实了~~
        ",1,2
" 竟然是法语的
        ",1,0
" 挺逗的啊
        ",1,1
" 好暴力
        ",1,2
" 第一次看到大傻哥当男一号，片名应该叫翻生差佬。
        ",1,1
" 长路漫漫将近，才猛然惊觉时间其实如洪流迅涌。不过还好，还有他总对我说——明天、后天和很久很久的以后。
        ",1,2
" 为什么电影里说话都似打仗一样，平常看着都细声细语？
        ",1,0
" 3
张学友难得一次演反派狠角色，黎明一向的轻浮角色
        ",1,1
" 还可以，有些地方过于直白简单。
        ",1,1
" 看过的第三版Emma，也是最无聊的一版，不过鉴于是第三个看的，所以这个评价有失公平。但真的感觉各位的表演都毫无亮点，还有Emma那多余的脑内小剧场是怎么回事...马强叔年轻时的发际线就如此令人堪忧了~
        ",1,0
" 没有小岛惊魂好看，我是说女主角。
        ",1,0
" 此部电影的魅力在于电影的拍摄方式以及画面的色彩，剧情很老套一般。
        ",1,1
" 男人蹲坑时候女鬼一脸阴沉飘在后面真的好吗……结局太突然伤心了好一阵子。
        ",1,1
" 马丁的角色真是太烦人了，迟早要被人打死在街上啊
        ",1,2
" 老佛爷真的是个特有趣儿的人。
        ",1,1
" 民国版七武士,梁朝伟=三船敏郎 郑少秋=志村乔,大牌们的年轻时代,只可惜了后来的莫少聪
        ",1,1
" 巴赫狂想曲的视觉演绎么，然而我并没有看懂。
        ",1,1
" 看到的时候还以为是盗版。
        ",1,1
" 小时候看吓着了
        ",1,2
" 意义和地位远大于质量的例子
        ",1,1
" 感觉吐槽我就输惹
        ",1,0
" 当年看的时候就觉得跟纵横四海很像啦
                
                
",1,1
" 6/10。当几个老家伙凑到一起，总会唠叨过去的青葱岁月，他们体力回春重塑当年风采，爱冒险、珍惜友谊、秀风流舞步的本性没有改变。故事重点放在了角色最普通不过的日常，疲惫的节奏配上克制的情感，看的时候会觉得很无趣，反而看完回味更大。将外星人描述为友好访问，编导的观点倒是和斯皮尔伯格很像。
        ",1,2
" daily struggle of everyone
        ",1,0
" 叶童吓死人
        ",1,1
" 我说觉得剧情似曾相识。原来先看过这个电影 不过可能是文化差异 觉得远没有原著虐
        ",1,1
" 90年代初拍的70年代惊悚片，就是反派N枪打不死，死掉又爬起来的那种……还没走红的茱莉亚罗伯茨是全片唯一亮点。
                
                
",1,0
" 金小说改编说实话挺无聊的，远远没有柯南伯格的风格，基本就是破案题材难怪又拍成了好莱坞一贯风格的犯罪电视剧。就是这样一个男主一场车祸昏迷5年醒来拥有了他人死亡时刻的常能力，然后遇见了各种案子。
                
                
",1,1
" 三星给湿湿~想知道湿湿脸上到底涂了几斤白粉……然而苍白的脸配上红色的伤疤格外性感！弱弱说剧情没有很懂，可能不了解当时背景吧……变态为什么要杀小孩
        ",1,1
" 也是蛮反智的。一星给邱淑贞...
        ",1,0
" 山本耀司在这里简要地阐述了一下自己的设计理念最主要的就是“touch comes first, then I think about the material, eventually I will think about form and shape.” 很喜欢他不把自己限制为一个日本设计师的想法。
        ",1,2
" 原作好不代表电影好，实际上经典文学作品很难用电影语言表现出来，毕竟如何展示心理描写是最大难题。
        ",1,1
" 上海美术电影制片厂
        ",1,2
" 开头和结局棒极了，中间就温吞水了，特效还是挺恐怖的
        ",1,1
" 整容有风险，手术需谨慎。男性改造出的女身怪物足以摧毁城市。在线索的处理上比后作要好很多，借一路人找人讲疫情蔓延。女主穿皮草上街及城市荒弃的景象让我想起一些别的片子，最后尸体扔进垃车好冷酷，疫苗证那想起二战。又见菊形口穴，半是情欲半是恶心，女主特写越看越硬朗，嗲起来好讨嫌。
        ",1,2
" 富江这发质(╯‵□′)╯︵┻━┻
        ",1,0
" 真怀疑“Stuart Little-1999”是学它的！有点华麦丹的意思，欧容真是让人又爱又恨，每次都有好点子，却又每次都糟蹋了好点子。
        ",1,2
" A star is born with a star is dying.花儿把芳香给了蝴蝶自己也会枯萎。新老更替似乎是影视圈不可避免的悲剧。Judy Garland演出固然不错，不过与我而言这个剧的主角永远是男主，James Mason真的太赞，谈吐浪漫随意却带着优雅，开头的醉酒出场和最后自杀前都非常棒。
                
                
",1,2
" 略失望，虽然我蛮喜欢西部片，但这部跟《日落黄沙》《虎豹小霸王》完全不在一个层次...
        ",1,1
" 看着太压抑了
        ",1,1
" 纯粹电视放着恰好看着
        ",1,0
" 韩国人真是神奇 鬼片都能拍得如此有笑有泪。。。说好的恐怖呢。。还有人能看这个吓到两天睡不好 好可怕什么什么的。。。
        ",1,0
" 无甚新意，和前作风格一脉相承，唯一的变化是从本集开始，杰森标志性的面具终于出现，星期五系列可能是烂片，但杰森形象的塑造无疑是成功的，而且星期五系列应该是小成本恐怖杀人狂类型电影的鼻祖，光这两点足以奠定其在恐怖片中的地位！
        ",1,1
" 装作循规蹈矩的生活邂逅一场艳遇一夜疯狂，剧情其实一般精彩的点也就是男主的欺骗女主的野与最后的真心。
        ",1,1
" 纪录片的制作本身毫无技术含量，甚至可以说是、糟糕，但其魅力在于题材确实吸引人。这是Spencer在1994年完成的壮举，不得不令人佩服，虽然最后万人齐躺的壮举并没有让我觉得震撼，但是路途中那些人的照片很多都不错。对我而言，最有意义的是参与者的反应，对他们产生的积极作用出乎了我的想象。
        ",1,2
" 这事放其他人身上会让人“啊？！” 放赫尔佐格身上只会让人“哦。”
        ",1,2
" 阿姐很美啊
        ",1,2
" 挺有意思，创意不错
        ",1,2
" 咦  赌术都是次要的  学会搓牌  就等于开了挂
        ",1,0
" 小学看
        ",1,2
" 经历磨练人，有的人被磨尖，有的人被磨圆
至少还是善良的
其实，某些妥协就真的无法原谅么
之前的那些就都变成了虚无么
我不知道
        ",1,2
" 居然还有梅艳芳，罗文。真的是巨星云集。
        ",1,1
" 碰到这样的男主我肯定避之唯恐不及不知女主为何会爱上。父子情就不说了，兄弟情也诡异的很
        ",1,1
" 三星完全是给吉恩哈克曼的，一个人的独角戏。电影本身并无太多亮点，毕竟是描写印第安纳州篮球队的成长史，作为Pacers的死忠球迷，一定要看一下这部电影，虽然说并没有什么卵用。
        ",1,1
" 片頭的音樂真好
        ",1,2
" 时光到了1990年，史泰龙似乎有些黔驴技穷了，因为按照年龄计算洛奇已经不能再打了，再无敌下去那剧情就太狗血了。于是经过自己的精心设计，家业被大舅哥败坏了，洛奇捡起老米克的训练馆培训新人，结果最钟爱的徒弟被金钱收买叛变。家庭因为他对徒弟偏爱而感情分裂，最终街头师徒对决实现自我救赎。。。
        ",1,0
" 电影里描述了这么一个种族：贪婪，愚蠢，但是政治集权，铁血，科技和经济强大，崛起之后他们成了全宇宙之癌，罗恩哈伯德在几十年前居然看清了现在的一切，真是。。。
        ",1,1
" 尚格雲頓演的大哥更man，弟弟則有點娘，女打手好健美。（2015/08/05）
        ",1,1
" 神叨叨的故事。吃章鱼腿的时候真心心疼章鱼。
        ",1,1
" 还好年纪比较小，不用思考到底是老婆被好朋友上了更难受还是女儿被好朋友上了更难受。。
                
                
",1,1
